,Genes,null: no cis,null: no trans,null: no Tissue cis,null: no Tissue trans,null: no Temperature cis,null: no Temperature trans
ENSMUSG00000001105,ENSMUSG00000001105,0.005862868077395022,0.009806105535716762,0.5331789295102467,0.49667590781255544,0.05381037084390209,0.19984733075968852
ENSMUSG00000001119,ENSMUSG00000001119,0.32515895293712394,0.7078689498749594,0.08149718694599777,0.8205864949009005,0.918633074474836,0.3160214505885747
ENSMUSG00000001120,ENSMUSG00000001120,0.8106318301323754,0.948749184597979,0.6089124953831727,0.6946463558719861,0.8452217435189794,0.9246751255412877
ENSMUSG00000001123,ENSMUSG00000001123,0.9258191473642843,0.9793522429620352,0.9954827589001438,0.7848142563841431,0.6672731767599666,0.7724225737885797
ENSMUSG00000001138,ENSMUSG00000001138,0.025956105681732112,0.039973047484062045,0.003129109568958012,0.047536475115878406,0.005930889789326455,0.12898247115826586
ENSMUSG00000001143,ENSMUSG00000001143,0.015924663634992346,0.62276266377621,0.15064204440228723,0.37845097640779474,0.7045860776193903,0.5713199426883548
ENSMUSG00000001150,ENSMUSG00000001150,0.006055825480834773,0.1276574763054718,0.1206898711630569,0.032551259622619955,0.051543720735885784,0.02583617197086418
ENSMUSG00000001151,ENSMUSG00000001151,0.38289646170132635,0.08149555193407212,0.22274903999211695,0.11432987807552313,0.17721459110260881,0.028444662692372103
ENSMUSG00000001175,ENSMUSG00000001175,0.9074499196634096,0.7483536511394233,0.4471842476899259,0.927598796156796,0.7239454451459258,0.6752892847482772
ENSMUSG00000001211,ENSMUSG00000001211,0.6320806116823745,0.30937403450421824,0.43916123527728446,0.21553918103714076,0.8257646169366804,0.9266916241622869
ENSMUSG00000001229,ENSMUSG00000001229,0.4213624808131652,0.9148121843902037,0.14496866624018517,0.6754084805897898,0.6580497943088319,0.5071637289087074
ENSMUSG00000001240,ENSMUSG00000001240,0.7618079077677989,0.637498070495831,0.28227708412000724,0.1782591671826873,0.30202145482096726,0.6923907019958463
ENSMUSG00000001248,ENSMUSG00000001248,2.444710182174196e-10,1.6350586425079414e-06,0.5736191220354132,0.6794315968531788,0.0012042495830010443,0.009646853178124897
ENSMUSG00000001280,ENSMUSG00000001280,0.7282513734140833,0.376278532679674,0.8960145140156419,0.9709939177378234,0.1139346011088678,0.05666249320930132
ENSMUSG00000001288,ENSMUSG00000001288,0.43009840451836495,0.40150203634909604,0.21498024298963894,0.9453911272650402,0.2912053354123011,0.3675443830160846
ENSMUSG00000001323,ENSMUSG00000001323,0.27617467444676425,0.42909959896810124,0.6441512885288235,0.37419030385329,0.3650406529373834,0.7003575373807724
ENSMUSG00000001348,ENSMUSG00000001348,0.00017667832230858154,0.6986043790658382,5.236348116577168e-06,0.22112703639921558,0.8768513219424227,0.35127761177063727
ENSMUSG00000001366,ENSMUSG00000001366,0.3762532980419783,0.32578502811374005,0.23120229979815726,0.10276509117241088,0.07757835201995618,0.24008648108758193
ENSMUSG00000001380,ENSMUSG00000001380,0.0392836930074859,0.13868278489351538,0.5294531377207571,0.11160048402930778,0.16803869875060146,0.37942574712761357
ENSMUSG00000001418,ENSMUSG00000001418,0.5496316524624666,0.4515282374051992,0.3627905357863123,0.11563426547611044,0.8318923118482697,0.9493026126968991
ENSMUSG00000001419,ENSMUSG00000001419,0.9399188785219987,0.8955136375732908,0.7644255456738139,0.8488344407943428,0.4723861019622892,0.35676368715817985
ENSMUSG00000001420,ENSMUSG00000001420,0.4070214843394141,0.47314785900175205,0.6338859827724641,0.8264907231742104,0.5117364862348474,0.7611938512942592
ENSMUSG00000001424,ENSMUSG00000001424,0.6467754296648646,0.6258375450474731,0.3305730899814321,0.14784801589096958,0.980655814577166,0.6951737915480873
ENSMUSG00000001435,ENSMUSG00000001435,0.32481806364646115,0.36624882941174336,0.5622524053254773,0.9001463883661711,0.874975797847116,0.29213327196471733
ENSMUSG00000001436,ENSMUSG00000001436,0.12054971677597556,0.28672767438314717,0.43666473973729353,0.1860904872588068,0.5857733034774996,0.3265442106957594
ENSMUSG00000001441,ENSMUSG00000001441,0.8448412327586561,0.6975923094247912,0.31077439252630956,0.19209815956777931,0.866599437904236,0.6771736363784984
ENSMUSG00000001445,ENSMUSG00000001445,0.9518279667071311,0.9397524927258248,0.9638926063919385,0.9049135430853252,0.6449059926248011,0.5189742680229926
ENSMUSG00000001467,ENSMUSG00000001467,0.5627630300652405,0.17943167069295546,0.10161058622391222,0.10478435758067006,0.617232492189686,0.014227139146463732
ENSMUSG00000001472,ENSMUSG00000001472,0.861086192949351,0.7460567923601301,0.8004800873485889,0.6931034221380536,0.6944282641743476,0.9752297242614449
ENSMUSG00000001473,ENSMUSG00000001473,0.0034198327997873278,0.1739240611294174,0.6125062748494622,0.07110603777871424,0.1553653563535258,0.25236551670697793
ENSMUSG00000001482,ENSMUSG00000001482,0.0063818808502473295,0.8645263230560628,0.00011357484683136819,0.4542705165951065,0.29417924859321454,0.5538073200789142
ENSMUSG00000001506,ENSMUSG00000001506,0.9145576983878316,0.3672846560696237,0.5833790845912606,0.046267305456479585,0.5935825896040383,0.41321938428277677
ENSMUSG00000001521,ENSMUSG00000001521,0.45318930961499443,0.44214348712590534,0.4198136626562324,0.4687664943985081,0.1578643675170846,0.07225074797548628
ENSMUSG00000001524,ENSMUSG00000001524,0.6363381615348034,0.5080125266274742,0.26230873887783746,0.335354827646985,0.21316737578186304,0.8024082437718645
ENSMUSG00000001525,ENSMUSG00000001525,0.8830986299460498,0.7222681713568156,0.43641937630832905,0.19896600028615097,0.5085480380460166,0.7787426140345931
ENSMUSG00000001542,ENSMUSG00000001542,0.7359791631105991,0.7592542625527343,0.3677214351357832,0.24557488727811685,0.7006652448198077,0.9375990168982506
ENSMUSG00000001552,ENSMUSG00000001552,0.886210732388026,0.6406176042450608,0.39413614606765535,0.5641583832120782,0.9132406426325133,0.7098981387902609
ENSMUSG00000001569,ENSMUSG00000001569,0.017065006218666103,0.509289046851043,0.05396406115712439,0.4167626408953885,0.5345339948359993,0.5722543303295194
ENSMUSG00000001576,ENSMUSG00000001576,0.4410839011748751,0.14782219967177412,0.10744244155434768,0.386142124029912,0.8532052317425745,0.549393976485124
ENSMUSG00000001630,ENSMUSG00000001630,0.2677197032737875,0.48405517063485953,0.02232015330802504,0.6686097563588869,0.33287524612111313,0.6153847701148273
ENSMUSG00000001632,ENSMUSG00000001632,0.4794048851535925,0.23608389367894983,0.5558712120591504,0.9298699110500507,0.5654461090751061,0.46684168029201156
ENSMUSG00000001642,ENSMUSG00000001642,0.8146688738326171,0.6456774550724431,0.3881076634843166,0.5530852703911993,0.6118725535615154,0.915539182607178
ENSMUSG00000001663,ENSMUSG00000001663,0.0012715755598729462,0.9246472071547044,6.600501607059133e-05,0.8321651465594794,0.06533090101578708,0.8078245345283008
ENSMUSG00000001665,ENSMUSG00000001665,0.6536450481895169,0.7700523782867803,0.531896056838987,0.986016308886313,0.22757352246099735,0.7853411863255311
ENSMUSG00000001666,ENSMUSG00000001666,0.0030442690347904844,8.973044539523092e-05,0.022647386669880268,0.7038230520635498,0.21818010925155248,0.8860994737936634
ENSMUSG00000001700,ENSMUSG00000001700,0.10353574381841478,0.7109574469188314,0.3850180176351188,0.3495291378609548,0.874749601104903,0.7017224090231157
ENSMUSG00000001707,ENSMUSG00000001707,8.865805849856724e-05,0.006439956339250187,0.22291101522826381,0.7585095566928113,0.941269219007689,0.27957960415392
ENSMUSG00000001729,ENSMUSG00000001729,0.351253135199731,0.0016185886408080126,0.4915865924385706,0.08493928953149889,0.45458119262336016,0.7678142557043071
ENSMUSG00000001751,ENSMUSG00000001751,0.662204417093849,0.2582258199674924,0.2126100417384958,0.0403161794870983,0.2978334829642874,0.586415718493373
ENSMUSG00000001755,ENSMUSG00000001755,0.8268217011375482,0.0004509164585798436,0.7969796480996738,0.48970738782557754,0.19120689574237243,0.15803797093593216
ENSMUSG00000001767,ENSMUSG00000001767,0.040596737169896036,0.12026661358021527,0.34725444752541745,0.3796168227859607,0.49284309596826276,0.969460449701534
ENSMUSG00000001768,ENSMUSG00000001768,0.029592101893463806,0.08806017479392117,0.009764513291206102,0.4444428695280371,0.29560259916792686,0.8480420274476889
ENSMUSG00000001774,ENSMUSG00000001774,0.6358062343707139,0.5914167633144282,0.7010009012255571,0.5658198016169013,0.22537966700757367,0.7681984577137986
ENSMUSG00000001783,ENSMUSG00000001783,0.1473893771272255,0.6060507695444338,0.20317278321995305,0.2862467390766517,0.556885994994692,0.18008619068897652
ENSMUSG00000001785,ENSMUSG00000001785,0.7195524936707703,0.5715664147168604,0.6027584372016166,0.9249216307629462,0.10877406936153486,0.3228650309245407
ENSMUSG00000001786,ENSMUSG00000001786,0.0006435332447951796,0.48000721989345113,0.41162393574603623,0.10081393469871752,0.09034963395411925,0.554205150559598
ENSMUSG00000001794,ENSMUSG00000001794,0.7566873945750486,0.7034585598407603,0.6383636703206718,0.6196472210703882,0.2998309043113987,0.14637225397588427
ENSMUSG00000001802,ENSMUSG00000001802,3.269449230424737e-08,0.2857581663455867,0.10237025999650155,0.1970550199123655,0.4065246963139209,0.7348471772166724
ENSMUSG00000001829,ENSMUSG00000001829,0.8542477595265502,0.8563027276389105,0.41520378024404014,0.3412628864769367,0.9679877866531178,0.9992989835261129
ENSMUSG00000001844,ENSMUSG00000001844,0.2991735550304151,0.17809679737575962,0.3900878648545044,0.24840082932687668,0.31122786690738574,0.977279615324862
ENSMUSG00000001847,ENSMUSG00000001847,0.6878828709807742,0.8034203680107171,0.7860510720538576,0.745633474603725,0.9220225274564814,0.7325310440441866
ENSMUSG00000001855,ENSMUSG00000001855,0.4843587862287086,0.6680299304811342,0.8674022087742709,0.8669993554880927,0.03980854964877552,0.1551564442316301
ENSMUSG00000001870,ENSMUSG00000001870,0.17502058456186106,0.06782345576802983,0.062046644457476714,0.34923870653124667,0.3708638958548808,0.7153853768679392
ENSMUSG00000001911,ENSMUSG00000001911,0.956730228182843,0.9020033499039464,0.8131673306662013,0.493027517280416,0.5219943275941701,0.575906256264019
ENSMUSG00000001930,ENSMUSG00000001930,0.03892324106601412,0.5249014289200866,0.0009378118112764129,0.12030555105613466,0.2550193366443262,0.2476406105418897
ENSMUSG00000001942,ENSMUSG00000001942,0.9153029601802857,0.9939456023664244,0.46769752480233406,0.844540864003672,0.7923952682145309,0.8555450879733738
ENSMUSG00000001943,ENSMUSG00000001943,0.9839949903698719,0.7065365381204793,0.948401835687827,0.7222867520897457,0.6933343193546387,0.938505589650406
ENSMUSG00000001946,ENSMUSG00000001946,0.20738377140743533,0.29647768943589625,0.302111303905573,0.3576939590331664,0.4145092232792534,0.7871871094518629
ENSMUSG00000001983,ENSMUSG00000001983,0.00047755003543248836,0.23494844574449308,0.11093470063856624,0.0581388277342317,0.717763042159989,0.5371006072634416
ENSMUSG00000001995,ENSMUSG00000001995,0.004114238762432656,0.01855019096080095,0.6281845653498077,0.0046953830689626585,0.0020204144057716232,0.000744838274289731
ENSMUSG00000001998,ENSMUSG00000001998,0.352414749702727,0.3542085939615239,0.27065175820079584,0.9631543750207158,0.3794716442955432,0.3008945848847021
ENSMUSG00000001999,ENSMUSG00000001999,0.07658911821558065,0.8761152170770984,0.6658160830465746,0.7785906017372113,0.7822029899350808,0.31917516512325794
ENSMUSG00000002020,ENSMUSG00000002020,0.5175109797794238,0.705804491686406,0.14148916641800413,0.33212439835190294,0.30343605520400974,0.649571894253911
ENSMUSG00000002028,ENSMUSG00000002028,0.9322462546601366,0.06175074122613716,0.5489302058572648,0.053718120837737394,0.5666433809500414,0.0316408615552902
ENSMUSG00000002032,ENSMUSG00000002032,0.13673655133288512,0.7717767955698781,0.009365429539450625,0.7608055670150208,0.31314957816947425,0.9754439930536883
ENSMUSG00000002052,ENSMUSG00000002052,0.04311011371904776,0.00014380551849875735,0.1759525291178003,0.11948112690074872,0.2217632320546906,0.011921028139029326
ENSMUSG00000002059,ENSMUSG00000002059,0.6819802333091672,0.766373844837914,0.5769864240351975,0.7080725994223852,0.4442774144178716,0.4498780221232995
ENSMUSG00000002103,ENSMUSG00000002103,0.8890660919203953,0.8656563709840628,0.3950348103000936,0.38304551003563286,0.6739274459365987,0.6529109787914793
ENSMUSG00000002107,ENSMUSG00000002107,0.8881274838477811,0.5269426004377427,0.41271823562220755,0.12960431591609792,0.5743932169709244,0.34909118557280816
ENSMUSG00000002108,ENSMUSG00000002108,0.7730361742121153,0.6404439128936691,0.8646613665162607,0.43058709052465405,0.253348392783503,0.21992834622805293
ENSMUSG00000002111,ENSMUSG00000002111,0.26673204106679227,0.04337392650161634,0.1788101956442112,0.058222638043695346,0.008943184982789806,0.005454968759696895
ENSMUSG00000002129,ENSMUSG00000002129,0.8347174254554468,0.6508923112458364,0.3074069477840811,0.17788592391680097,0.6768867443583435,0.8210363935565244
ENSMUSG00000002147,ENSMUSG00000002147,0.9881126737551268,0.8541748371098181,0.7649935162067011,0.5701496896185386,0.7883838188803004,0.895777577908143
ENSMUSG00000002205,ENSMUSG00000002205,0.013725168482030512,0.13227503401955554,0.0006610732309643182,0.04383588429841908,0.2232873818226523,0.15846983906503437
ENSMUSG00000002210,ENSMUSG00000002210,0.017795737727378816,0.025349009022384766,0.002241980650842869,0.07174361707022367,0.018366214264423735,0.016117966901358746
ENSMUSG00000002221,ENSMUSG00000002221,0.22162894933637142,0.28705540918439654,0.01699502744917176,0.08522236972916525,0.19108746821481876,0.7384178296298884
ENSMUSG00000002250,ENSMUSG00000002250,0.1677556769572365,0.0005513736440615203,0.23820371596769493,4.3881666175932644e-05,0.46390549421830185,0.2391273923714856
ENSMUSG00000002280,ENSMUSG00000002280,0.04251701711531088,0.04811543341478688,0.2793980431004234,0.2647817336593738,0.013224524366319587,0.024070335105806338
ENSMUSG00000002307,ENSMUSG00000002307,0.053834655588029974,0.19352937682184437,0.1793321671359307,0.9358074201741907,0.0038458453434215504,0.021224642591642612
ENSMUSG00000002308,ENSMUSG00000002308,0.30345306712139186,0.08341789462561028,0.10708396178891379,0.03690930412894749,0.18453917331923086,0.40733261513007407
ENSMUSG00000002319,ENSMUSG00000002319,0.027958118271462284,0.005987901313026543,0.001141332289427133,6.506612751579914e-05,0.027316928721612076,0.023855605034410993
ENSMUSG00000002325,ENSMUSG00000002325,0.8670069563589878,0.03532013825663391,0.9707683522334761,0.017702343406411317,0.2329629751047639,0.018038306785873585
ENSMUSG00000002326,ENSMUSG00000002326,0.0005712621233910573,0.045199947501003264,0.26933682317367524,0.01141454579092491,0.4327548482071987,0.22506859775283092
ENSMUSG00000002346,ENSMUSG00000002346,0.900978516882033,0.3141199841982205,0.606519847601502,0.8766166432277139,0.3759159285476609,0.1387097341154942
ENSMUSG00000002365,ENSMUSG00000002365,0.17527824596748107,0.9846444788474286,0.02335447417865448,0.9582450905144344,0.625236044973865,0.6976618186180347
ENSMUSG00000002413,ENSMUSG00000002413,0.916598389619869,0.5533123865249341,0.9343159175826952,0.10138575905491588,0.31939063944535695,0.7549819637367945
ENSMUSG00000002428,ENSMUSG00000002428,0.7544156588950129,0.7107728455418638,0.9087488835662086,0.37514744776442055,0.21896713259832506,0.2218586079099628
ENSMUSG00000002455,ENSMUSG00000002455,0.8236980922746502,0.5229011387699026,0.4601907146316399,0.37703544716650045,0.33120548869386923,0.400213569706322
ENSMUSG00000002458,ENSMUSG00000002458,0.1262552099529603,0.24794683956678923,0.47553023956883345,0.06791125021332142,0.9968894788170996,0.7315045717886014
ENSMUSG00000002475,ENSMUSG00000002475,0.17080473474817612,0.5234158393602455,0.03933793240285124,0.1947792502551167,0.11672385959268637,0.20656985481541731
ENSMUSG00000002504,ENSMUSG00000002504,0.8344692873529345,0.5660621714275492,0.8461570828019214,0.3572686712940385,0.911728305120837,0.7173598200258666
ENSMUSG00000002524,ENSMUSG00000002524,0.5822400031957544,0.4327411782894548,0.12822184145212967,0.3118779281300577,0.42164876215241337,0.24907258453569575
ENSMUSG00000002550,ENSMUSG00000002550,0.4653582604128521,0.5848177497380554,0.8550385266844711,0.569043780780679,0.6869456787623497,0.7991756555118004
ENSMUSG00000002588,ENSMUSG00000002588,0.905520900648076,0.942541689250592,0.5125871933555994,0.6394256251138775,0.6022997813530121,0.9817758734037708
ENSMUSG00000002602,ENSMUSG00000002602,0.8756509123964467,0.9826557314598326,0.40785979796208,0.864194201436271,0.4790966031559355,0.6658579519768472
ENSMUSG00000002625,ENSMUSG00000002625,0.38724979004387683,0.3568752448788176,0.2654637097860639,0.07354990659819716,0.2667171979795504,0.5433307836194038
ENSMUSG00000002635,ENSMUSG00000002635,0.06918580957610379,0.048594183026535294,0.014371860945229343,0.001269967126014829,0.012451102696636327,0.9107299561295177
ENSMUSG00000002668,ENSMUSG00000002668,0.07052564755740273,0.23015126283715748,0.748660837483359,0.028699830781047594,0.4831727484070275,0.08220231240150021
ENSMUSG00000002728,ENSMUSG00000002728,0.5549094236459782,0.4964536208249689,0.41346108240329604,0.3404703350838313,0.7759311286076647,0.7011427323112392
ENSMUSG00000002741,ENSMUSG00000002741,0.8788017884601136,0.9272468307539706,0.545640796225255,0.8361694288083262,0.3372528475670701,0.4481561390463364
ENSMUSG00000002748,ENSMUSG00000002748,0.7028364120920602,0.4757026212453507,0.2714229595737806,0.3773900297784921,0.6896122817361016,0.7119893625548942
ENSMUSG00000002763,ENSMUSG00000002763,0.01912473803615931,0.4847702528100437,0.2513840162514825,0.7318952742857789,0.8160602568746064,0.05437809904910185
ENSMUSG00000002781,ENSMUSG00000002781,0.0036895478103763607,0.08267716811072304,0.8664178368804278,0.3406290495882431,0.5532620356347376,0.7897658405188406
ENSMUSG00000002797,ENSMUSG00000002797,0.17167791346973946,0.4233064730777294,0.16496903000018853,0.3301868590761445,0.15691119706374532,0.2278971607873937
ENSMUSG00000002803,ENSMUSG00000002803,0.7222077782316844,0.49438953695621063,0.18516655330326348,0.4072058826631677,0.9471488246884993,0.5613716315044284
ENSMUSG00000002812,ENSMUSG00000002812,0.5509833473032245,0.9573280988564831,0.545966306224678,0.9605436845790034,0.532361697638018,0.6220217737370626
ENSMUSG00000002814,ENSMUSG00000002814,0.15124504548704842,0.3145314656934193,0.020873288485466164,0.23509140955698374,0.029862596420174865,0.042199146621488735
ENSMUSG00000002820,ENSMUSG00000002820,0.5643532438241532,0.3081482839291829,0.09638299173227888,0.054442871636467195,0.611319733929644,0.1160728774704224
ENSMUSG00000002844,ENSMUSG00000002844,0.7977229111688385,0.4499945575547532,0.7355139196538565,0.5379498753046603,0.418307350751148,0.28017143653872983
ENSMUSG00000002846,ENSMUSG00000002846,0.06709276848199043,0.9760930864653915,0.30224182716080983,0.9388352078894798,0.9847754591274749,0.991885218260013
ENSMUSG00000002847,ENSMUSG00000002847,0.5400044870950305,0.7597879136987749,0.28858606057242514,0.2333352566349682,0.9126543552089255,0.8486324616532487
ENSMUSG00000002870,ENSMUSG00000002870,0.012478522201042754,0.024438053752600393,0.0005525221230351936,0.06557816719555205,0.12201413253715619,0.4673537713080047
ENSMUSG00000002871,ENSMUSG00000002871,0.004228690728820008,0.062223139090870204,0.09896429300118635,0.6798284992373731,0.036004792558383805,0.014610551438506762
ENSMUSG00000002881,ENSMUSG00000002881,0.5997611068333962,0.06491906440557212,0.2520245574752454,0.3558885833156657,0.18309079855286153,0.09461607705770302
ENSMUSG00000002885,ENSMUSG00000002885,0.18931299797247853,0.5253168149632343,0.1452792132041392,0.1650007705389808,0.6965858788407185,0.508069529802383
ENSMUSG00000002897,ENSMUSG00000002897,0.9256112574288015,0.8308915383851603,0.46698407478171405,0.34430580813761374,0.8916359374778444,0.7386241491112786
ENSMUSG00000002900,ENSMUSG00000002900,0.7823774695524962,0.6073537421404518,0.43992191703111755,0.4025602269580247,0.6582370325826081,0.5806252131102987
ENSMUSG00000002944,ENSMUSG00000002944,0.207933237218548,0.41476054848154087,0.0622774664324051,0.15308171238191748,0.5172741802534166,0.30407950033665737
ENSMUSG00000002949,ENSMUSG00000002949,0.8600171027588679,0.909284678700281,0.5921888105430178,0.8576003446261328,0.699022004770566,0.9270994601740156
ENSMUSG00000002957,ENSMUSG00000002957,0.5036361623787756,0.9762716323033602,0.0831279172925984,0.7544067257182877,0.9497215598606,0.6667637469700013
